105.94,3.493,0.0454
142.35,3.1951,0.0441
326.06,3.7631,0.054
106.17,3.1751,0.0379
115.65,3.5134,0.0626
101.22,3.917,0.0388
222.39,3.2626,0.1694
151.42,3.7955,0.0452
111.29,3.7516,0.0415
168.16,3.7618,0.0383
102.81,3.8329,0.05
135.47,5.9707,0.0328
109.07,3.4064,0.0937
113.34,3.4087,0.0379
124.72,3.8548,0.0539
140.92,5.9452,0.0471
120.29,3.4255,0.0606
225,5.3761,0.025
100.73,3.1987,0.0437
127.4,2.8285,0.0425
108.87,5.7825,0.0378
100.88,3.5159,0.0359
134.65,3.7188,0.0604
194.73,3.256,0.0587
316.62,3.529,0.0742
134.22,3.0658,0.0432
127.57,3.0557,0.051
105.52,3.949,0.041
107.53,3.13,0.0608
171.71,4.0231,0.0503
102.97,4.6951,0.0415
110.5,2.9403,0.0497
137.08,3.481,0.0458
106.44,3.7572,0.0429
117.66,3.2746,0.0594
151.17,3.4138,0.0655
103.68,3.5402,0.0787
170.37,3.9263,0.0384
103.52,3.7342,0.0329
157.58,3.2337,0.052
109.56,4.1251,0.047
141.9,3.6683,0.042
116.44,3.8651,0.0343
166.66,5.6229,0.0444
116.73,3.9791,0.0381
125.64,5.7234,0.0753
142.82,5.7602,0.0403
126.27,6.0314,0.0308
103.34,5.7367,0.0419
105.19,4.2982,0.0473
101.58,3.5539,0.0298
164.31,5.4229,0.0313
101.62,5.3934,0.0633
122.67,5.3517,0.0422
166,18.847,0.15
114.63,5.5344,0.0471
111.14,5.5524,0.0624
111.01,5.2443,0.0433
116.14,5.5119,0.0476
116.26,5.8843,0.0626
102.46,5.7956,0.0611
190,31.988,0.044
302,18.458,0.045
