ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0000001,1 Ceres,2.767025705,0.075797798,10.59387843,80.32831021,72.39491612,2.557291248,2.976760161,4.602862406,77150,0,6652,,,3.34,952.4,974.6 x 909.4,0.09,9.07417,63.2,0.713,0.426,,C,G
a0000002,2 Pallas,2.771722876,0.231368063,34.84103375,173.0969085,309.9258688,2.130434722,3.41301103,4.614587779,68635,0,7829,,,4.13,545,582x556x500,0.1587,7.8132,14.3,0.635,0.284,,B,B
a0000003,3 Juno,2.669858508,0.255221012,12.98137744,169.8776356,248.3798175,1.988454519,3.351262498,4.362551547,69075,0,6611,,,5.33,233.92,,0.2383,7.21,,0.824,0.433,,Sk,S
a0000004,4 Vesta,2.361460086,0.088612192,7.140494102,103.8512889,151.2172211,2.152205932,2.570714241,3.628934391,67680,0,7107,,,3.2,530,,0.4228,5.342,17.8,0.782,0.492,,V,V
a0000005,5 Astraea,2.574226897,0.191019081,5.368305544,141.5937864,358.8902033,2.08250044,3.065953354,4.130269953,61238,0,2068,,,6.85,119.07,,0.2268,16.8,,0.826,0.411,,S,S
a0000006,6 Hebe,2.425623582,0.201544277,14.74802737,138.7033386,239.3939093,1.93675303,2.914494134,3.777837832,60166,0,5455,,,5.71,185.18,,0.2679,7.2745,,0.822,0.399,,S,S
a0000007,7 Iris,2.385988715,0.230464931,5.524376909,259.6357275,145.4366658,1.836101991,2.935875438,3.685621902,60168,0,4780,2,0,5.51,199.83,,0.2766,7.139,,0.855,0.484,,S,S
a0000008,8 Flora,2.201255243,0.156095264,5.888090224,110.9221417,285.4005339,1.857649725,2.544860761,3.265982154,60622,0,2191,,,6.49,135.89,,0.2426,12.865,,0.885,0.489,,,S
a0000009,9 Metis,2.38614384,0.12242877,5.574912352,68.94557096,5.849920188,2.094011184,2.678276496,3.68598134,70117,0,2313,,,6.28,190,,0.118,5.079,,0.858,0.496,,,S
a0000010,10 Hygiea,3.137759909,0.115745935,3.841913233,283.4166769,312.6399357,2.774576955,3.500942863,5.558246036,59732,0,2840,,,5.43,407.12,,0.0717,27.623,7,0.696,0.351,,C,C
a0000011,11 Parthenope,2.453666978,0.099541237,4.629529097,125.5654007,195.8938589,2.209425931,2.697908025,3.843541985,59733,0,4816,,,6.55,153.33,,0.1803,13.7204,,0.837,0.417,,Sk,S
a0000012,12 Victoria,2.333779579,0.221365599,8.368630741,235.4905669,69.55139177,1.817161064,2.850398094,3.565315403,59442,0,2291,,,7.24,112.77,,0.1765,8.6599,,0.874,0.515,,L,S
a0000013,13 Egeria,2.576788309,0.083839428,16.53882686,43.2568831,80.06739853,2.360751851,2.792824767,4.13643605,59675,0,1761,,,6.74,207.64,,0.0825,7.045,,0.745,0.452,,Ch,G
a0000014,14 Irene,2.586818716,0.165972216,9.118453728,86.16375378,97.9962514,2.157478681,3.016158751,4.160611776,59244,0,2161,,,6.3,152,,0.159,15.028,,0.833,0.388,,S,S
a0000015,15 Eunomia,2.643666895,0.187576091,11.73898151,293.1872567,97.5755187,2.147778192,3.139555598,4.298513561,59109,0,2075,,,5.28,255.33,,0.2094,6.083,,0.839,0.451,,S,S
a0000016,16 Psyche,2.923103711,0.136473006,3.098693003,150.2752759,227.1150032,2.524178959,3.322028463,4.997750125,58859,0,2493,,,5.9,253.16,,0.1203,4.196,4.49,0.729,0.299,,X,M
a0000017,17 Thetis,2.471979373,0.132950839,5.589980619,125.57061,135.6412208,2.14332764,2.800631105,3.886650292,59154,0,2539,,,7.76,90.04,,0.1715,12.27048,,0.829,0.438,,Sl,S
a0000018,18 Melpomene,2.295578048,0.21869929,10.13261791,150.4696457,227.9850161,1.793536758,2.797619338,3.478133897,57533,0,4388,,,6.51,140.57,,0.2225,11.57,,0.854,0.425,,S,S
a0000019,19 Fortuna,2.442529748,0.158543335,1.573056371,211.1799577,182.3774009,2.055282937,2.829776558,3.817402862,59005,0,2227,,,7.13,200,,0.037,7.4432,,0.719,0.324,,Ch,G
a0000020,20 Massalia,2.409343594,0.14293861,0.70808329,206.1766664,256.737258,2.064955369,2.753731819,3.739868314,58543,0,1952,,,6.5,145.5,,0.2096,8.098,,0.854,0.463,,S,S
a0000021,21 Lutetia,2.434240596,0.164577972,3.063848915,80.88427649,250.2061315,2.033618215,2.834862977,3.797986823,54059,0,3737,,,7.35,95.76,,0.2212,8.1655,,0.686,0.189,,Xk,M
a0000022,22 Kalliope,2.910478163,0.099848778,13.71679016,66.08522927,354.8715444,2.619870475,3.20108585,4.965405488,58106,0,2144,,,6.45,181,,0.1419,4.148,0.491,0.715,0.234,,X,M
a0000023,23 Thalia,2.624743275,0.235381731,10.11495243,66.8835619,60.81867537,2.006926659,3.242559892,4.252442499,57307,0,1546,,,6.95,107.53,,0.2536,12.312,,0.859,0.442,,S,S
a0000024,24 Themis,3.134660879,0.125842591,0.752320442,35.92196708,106.6129991,2.74018703,3.529134727,5.550013609,58786,0,2141,,,7.08,198,,0.067,8.374,,0.684,0.336,,B,C
a0000025,25 Phocaea,2.399389093,0.255660203,21.59191438,214.2257525,90.04558006,1.78596079,3.012817395,3.716714677,56098,0,2185,,,7.83,75.13,,0.231,9.9341,,0.932,0.513,,S,S
a0000026,26 Proserpina,2.655279405,0.090256078,3.563452179,45.79373632,194.3303855,2.415624299,2.894934511,4.326866967,55674,0,1348,,,7.4,94.8,,0.1966,13.11,,0.891,0.525,,S,S
a0000027,27 Euterpe,2.347185064,0.172306845,1.583724747,94.8002996,356.5120504,1.94274901,2.751621119,3.596078817,58292,0,2084,,,7,96,,0.162,10.4082,,0.878,0.502,,S,S
a0000028,28 Bellona,2.775634314,0.151375844,9.433155689,144.3228049,344.5645138,2.355470328,3.1957983,4.62435934,57353,0,1841,,,7.09,120.9,,0.1763,15.706,,0.845,0.469,,S,S
a0000029,29 Amphitrite,2.555042631,0.072209137,6.089185524,356.4271217,61.90623994,2.370545208,2.739540053,4.08418521,57626,0,1852,,,5.85,212.22,,0.1793,5.3921,,0.838,0.449,,S,S
a0000030,30 Urania,2.36584724,0.126832146,2.0980684,307.634083,86.70679826,2.065781757,2.665912723,3.639051915,55981,0,2421,,,7.57,100.15,,0.1714,13.686,,0.873,0.459,,Sl,S
a0000031,31 Euphrosyne,3.154733701,0.222120855,26.30938332,31.15120863,61.39669346,2.454001555,3.855465847,5.603408184,56026,0,1325,,,6.74,255.9,,0.0543,5.53,,0.687,0.317,,Cb,C
a0000032,32 Pomona,2.587660031,0.080274784,5.523648017,220.4611157,338.8008526,2.379936182,2.79538388,4.162641685,54868,0,1403,,,7.56,80.76,,0.2564,9.448,,0.857,0.429,,S,S
a0000034,34 Circe,2.687616257,0.104577248,5.497764275,184.4369499,330.3464055,2.406552745,2.968679769,4.406148107,54740,0,1752,,,8.51,113.54,,0.0541,12.15,,0.707,0.357,,Ch,C
a0000035,35 Leukothea,2.990663482,0.227052881,7.934735335,353.7827204,213.5531332,2.311624722,3.669702242,5.172012,56219,0,1772,,,8.5,103.11,,0.0662,31.9,,0.703,0.335,,C,C
a0000036,36 Atalante,2.749439641,0.302213982,18.42437935,358.4191803,46.96954091,1.918520539,3.580358743,4.559051385,53806,0,940,,,8.46,105.61,,0.0654,9.93,,0.713,0.363,,,C
a0000037,37 Fides,2.643147534,0.173598929,3.072589105,7.298490454,62.89546823,2.184299952,3.101995115,4.297246928,57698,0,1708,,,7.29,108.35,,0.1826,7.3335,,0.843,0.414,,S,S
a0000038,38 Leda,2.738917652,0.155178513,6.974852639,295.7619144,169.8501108,2.313896483,3.16393882,4.532905495,57721,0,1422,,,8.32,115.93,,0.0618,12.838,,0.726,0.419,,Cgh,C
a0000039,39 Laetitia,2.768901917,0.113992625,10.379941,157.1181893,208.3269283,2.453267518,3.084536316,4.607544733,57751,0,5056,,,6,149.52,,0.2869,5.138,,0.898,0.494,,S,S
a0000040,40 Harmonia,2.267435674,0.046862465,4.257639511,94.24034597,268.6601589,2.16117805,2.373693299,3.414370654,54339,0,4413,,,7,107.62,,0.2418,8.91,,0.854,0.432,,S,S
a0000041,41 Daphne,2.760712646,0.275135943,15.79354512,178.086216,46.01328389,2.00114137,3.520283922,4.587119026,53795,0,1498,,,7.12,174,,0.0828,5.988,,0.726,0.363,,Ch,C
a0000042,42 Isis,2.442423387,0.222230695,8.52613788,84.35872437,236.604863,1.899641941,2.985204834,3.817153521,57608,0,1836,,,7.53,100.2,,0.1712,13.597,,0.874,0.462,,L,S
a0000043,43 Ariadne,2.203008309,0.168651442,3.470541624,264.8719611,16.36191387,1.83146778,2.574548839,3.269884444,54670,0,1491,,,7.93,65.88,,0.274,5.762,,0.863,0.49,,Sk,S
a0000044,44 Nysa,2.423219522,0.148606064,3.706428148,131.5605857,343.4982606,2.063114407,2.783324637,3.772222846,54766,0,2083,,,7.03,70.64,,0.5458,6.422,,0.703,0.245,,Xc,E
a0000045,45 Eugenia,2.720342369,0.083185113,6.60335702,147.6817697,88.68923358,2.494050381,2.946634357,4.486870662,54017,0,2099,,,7.46,214.63,,0.0398,5.699,,0.676,0.274,,C,FC
a0000046,46 Hestia,2.525518052,0.171877496,2.344481911,181.1279449,176.545239,2.091438333,2.95959777,4.013598427,54477,0,2068,,,8.36,124.14,,0.0519,21.04,,0.692,0.226,,Xc,P
a0000047,47 Aglaja,2.879339428,0.132983866,4.983074291,3.127572301,313.9022639,2.49643374,3.262245116,4.885932902,56101,0,1305,,,7.84,126.96,,0.0801,13.178,,0.665,0.3,,B,C
a0000048,48 Doris,3.109134526,0.073684355,6.547822542,183.5815978,253.5418233,2.880039954,3.338229098,5.48235902,56288,0,1763,,,6.9,221.8,,0.0624,11.89,,0.716,0.442,,Ch,CG
a0000049,49 Pales,3.09401248,0.227591473,3.173954219,285.9977154,110.191419,2.389841622,3.798183338,5.442410476,54622,0,1446,,,7.7,149.8,,0.0597,10.42,,0.749,0.411,,Ch,CG
a0000050,50 Virginia,2.651236806,0.28491469,2.835476752,173.5364983,200.3287542,1.895860493,3.406613119,4.316989403,57139,0,1876,,,9.24,99.82,,0.0357,14.315,,0.703,0.347,,Ch,X
a0000051,51 Nemausa,2.36579831,0.067174078,9.978497422,176.0269197,2.041389435,2.206877989,2.524718631,3.638939021,54996,0,4455,,,7.35,147.86,,0.0928,7.783,,0.789,0.482,,Ch,CU
a0000052,52 Europa,3.094871928,0.107625003,7.483088316,128.7276197,344.2351535,2.761786326,3.42795753,5.444678306,55793,0,2209,,,6.31,302.5,,0.0578,5.6304,,0.679,0.338,,C,CF
a0000053,53 Kalypso,2.617527617,0.206417306,5.170497835,143.5631618,313.5413326,2.077224619,3.157830615,4.234919029,54139,0,1537,1,0,8.81,115.38,,0.0397,9.036,,0.705,0.318,,,XC
a0000054,54 Alexandra,2.710614816,0.198286335,11.8015649,313.3371696,345.2985089,2.173136938,3.248092694,4.462825582,54953,0,1258,,,7.66,165.75,,0.0555,7.024,,0.727,0.357,,C,C
a0000055,55 Pandora,2.760216292,0.142475083,7.18537855,10.43308657,3.903806096,2.366954246,3.153478337,4.585881989,54299,0,1506,,,7.7,66.7,,0.3013,4.804,,0.704,0.242,,X,M
a0000056,56 Melete,2.60013898,0.236544412,8.063255629,193.1505077,104.4737453,1.985090634,3.215187326,4.192789368,54339,0,1545,,,8.31,113.24,,0.0653,18.147,,0.697,0.312,,Xk,P
a0000057,57 Mnemosyne,3.151491338,0.114687821,15.21589825,199.2267307,211.0931537,2.790053664,3.512929012,5.594771823,56357,0,1559,,,7.03,112.59,,0.2149,12.463,,0.817,0.41,,S,S
a0000058,58 Concordia,2.700286074,0.04448232,5.06083703,161.1568404,30.80089144,2.580171086,2.820401062,4.43734164,54805,0,1730,,,8.86,93.43,,0.0578,9.895,,0.69,0.37,,Ch,C
a0000059,59 Elpis,2.713013704,0.118967663,8.639138094,170.0389667,211.71177,2.390252805,3.035774603,4.468751279,55145,0,1380,,,7.93,164.8,,0.0438,13.69,,0.662,0.285,,B,CP
a0000060,60 Echo,2.392459939,0.183740359,3.60123656,191.6148854,270.8767414,1.95286849,2.832051388,3.700626154,55975,0,1502,,,8.21,60.2,,0.2535,25.208,,0.854,0.452,,S,S
a0000061,61 Danae,2.983003707,0.167409989,18.21119389,333.7319153,12.91533337,2.483619089,3.482388324,5.152154665,54256,0,1036,,,7.68,82.04,,0.2224,11.45,,0.852,0.402,,S,S
a0000062,62 Erato,3.128682769,0.17142629,2.229928216,125.5683203,274.0345196,2.592344288,3.66502125,5.534144539,39200,0,1599,,,8.76,95.39,,0.0608,9.2213,,0.708,0.378,,Ch,BU
a0000063,63 Ausonia,2.395199484,0.127699256,5.779925722,337.7683349,296.1248552,2.089334291,2.701064676,3.706984211,55662,0,1810,,,7.55,103.14,,0.1586,9.298,,0.916,0.5,,Sa,S
a0000065,65 Cybele,3.427607995,0.110485891,3.56243334,155.643899,102.3933703,3.048905673,3.806310318,6.345924825,55632,0,1932,,,6.62,237.26,,0.0706,6.0814,,0.69,0.271,,Xc,P
a0000066,66 Maja,2.646504291,0.170577147,3.046675494,7.538006901,43.95012972,2.19507114,3.097937442,4.305435685,55654,0,1514,,,9.36,71.82,,0.0618,9.73509,,0.697,0.36,,Ch,C
a0000067,67 Asia,2.42366371,0.184039492,6.023489966,202.5418543,106.7651931,1.977613872,2.869713549,3.773260094,54801,0,1515,,,8.28,58.11,,0.2551,15.89,,0.861,0.434,,S,S
a0000068,68 Leto,2.780521653,0.187238265,7.972707833,44.13752456,304.9803616,2.259901602,3.301141705,4.63657858,54916,0,1518,,,6.78,122.57,,0.2283,14.848,,0.845,0.488,,,S
a0000069,69 Hesperia,2.975628349,0.170158986,8.58595279,185.0391997,289.8351384,2.469298448,3.481958251,5.133058736,55767,0,2055,,,7.05,138.13,,0.1402,5.655,,0.674,0.23,,X,M
a0000070,70 Panopaea,2.615325173,0.182249746,11.59001786,47.74028848,255.4822163,2.138682825,3.09196752,4.229575124,53617,0,1177,,,8.11,122.17,,0.0675,15.797,,0.74,0.39,,Ch,C
a0000071,71 Niobe,2.755877649,0.174698672,23.26464317,316.0453601,266.8264043,2.274429483,3.237325814,4.575073768,54817,0,1432,,,7.3,83.42,,0.3052,35.864,,0.803,0.439,,Xe,S
a0000072,72 Feronia,2.266401132,0.120665298,5.415577997,207.9867464,103.066389,1.992925164,2.539877099,3.412034155,54346,0,1609,,,8.94,85.9,,0.0636,8.097,,0.785,0.375,,,TDG
a0000073,73 Klytia,2.663965839,0.044066605,2.371055143,7.03853429,53.21494681,2.54657391,2.781357769,4.348116577,54608,0,1515,,,8.9,44.44,,0.2247,8.297,,,,,,S
a0000074,74 Galatea,2.778006978,0.240085588,4.077545807,197.2858339,174.1863911,2.111047538,3.444966417,4.63029009,54815,0,1651,,,8.66,118.71,,0.0431,17.268,,0.686,0.32,,C,C
a0000075,75 Eurydike,2.671834515,0.305672525,5.001223505,359.4288195,339.4631334,1.855128114,3.488540917,4.367395639,54851,0,1791,,,8.96,55.91,,0.1473,5.357,,0.71,0.266,,Xk,M
a0000076,76 Freia,3.416869391,0.165578938,2.116718431,204.489609,253.4021723,2.851107787,3.982630994,6.316125775,54771,0,1767,,,7.9,183.66,,0.0362,9.969,,0.704,0.298,,X,P
a0000077,77 Frigga,2.669921778,0.130754008,2.429038277,1.284174284,60.77114859,2.320818804,3.019024751,4.36270662,48933,0,1621,,,8.52,69.25,,0.144,9.012,,0.746,0.249,,Xe,MU
a0000078,78 Diana,2.618858173,0.207461307,8.704670421,333.4185357,153.0244353,2.075546433,3.162169913,4.238148515,54956,0,1281,,,8.09,120.6,,0.0706,7.2991,,0.713,0.38,,Ch,C
a0000079,79 Eurynome,2.444012664,0.191645804,4.617845021,206.6336318,200.8779066,1.975627892,2.912397436,3.82087984,54971,0,1511,,,7.96,66.47,,0.2618,5.978,,0.874,0.421,,S,S
a0000080,80 Sappho,2.296002558,0.200170209,8.664275035,218.7795171,139.1368858,1.836411246,2.755593869,3.479098732,53982,0,1418,,,7.98,78.39,,0.1848,14.03,,0.901,0.523,,S,S
a0000081,81 Terpsichore,2.855300889,0.207217973,7.801401852,1.013780239,51.66477192,2.263631227,3.44697055,4.824874518,54403,0,1227,,,8.48,119.08,,0.0505,10.943,,0.701,0.346,,Cb,C
a0000082,82 Alkmene,2.765602484,0.218564022,2.82858068,25.51486523,111.2443505,2.161141283,3.370063686,4.599311638,54250,0,1630,,,8.4,60.96,,0.2075,12.999,,0.814,0.38,,Sq,S
a0000083,83 Beatrix,2.432264428,0.081652157,4.963818981,27.74940613,168.9962727,2.23366479,2.630864067,3.793362834,54112,0,1162,,,8.66,81.37,,0.0917,10.16,,0.704,0.266,,X,X
a0000084,84 Klio,2.362086288,0.236655889,9.33095154,327.5975274,14.64730525,1.803084658,2.921087919,3.630377945,54019,0,1179,,,9.32,79.16,,0.0527,23.562,,0.733,0.445,,Ch,G
a0000085,85 Io,2.654742475,0.192786675,11.95068547,203.1711851,123.0051487,2.1429435,3.16654145,4.325554617,54256,0,1558,,,7.61,154.79,,0.0666,6.875,,0.668,0.294,,B,FC
a0000086,86 Semele,3.112033633,0.209055025,4.822496603,86.41624015,308.5410304,2.461447364,3.762619903,5.490028832,51929,0,1338,,,8.54,120.56,,0.0466,16.634,,0.703,0.321,,,C
a0000087,87 Sylvia,3.481808398,0.091145156,10.87680355,73.08378166,263.6854942,3.164458429,3.799158367,6.497039467,43267,0,2348,,,6.94,260.94,,0.0435,5.184,,0.71,0.251,,X,P
a0000088,88 Thisbe,2.768074412,0.164331024,5.21456561,276.6827172,35.97034869,2.31319391,3.222954914,4.605479393,53677,0,2009,,,7.04,232,,0.0671,6.042,,0.681,0.305,,B,CF
a0000089,89 Julia,2.550983209,0.182608863,16.13915269,311.606184,44.9619496,2.085151066,3.016815351,4.074455718,53862,0,1553,,,6.6,151.46,,0.1764,11.387,,0.859,0.442,,K,S
a0000090,90 Antiope,3.154487052,0.1634584,2.207140252,70.04471486,244.4056138,2.638859647,3.670114457,5.602751053,53881,0,2754,,,8.27,120.07,,0.0603,16.509,,0.688,0.317,,C,C
a0000091,91 Aegina,2.589223079,0.106915667,2.10692124,10.66905101,72.69706222,2.312394566,2.866051592,4.166413852,53840,0,1516,,,8.84,109.81,,0.0426,6.025,,0.724,0.317,,Ch,CP
a0000092,92 Undina,3.185821861,0.103870696,9.930881777,101.5915749,239.859527,2.854908327,3.516735394,5.686439649,52262,0,1392,,,6.61,126.42,,0.2509,15.941,,0.725,0.275,,Xc,X
a0000093,93 Minerva,2.754124319,0.14122459,8.560672674,4.075600022,274.8410963,2.365174241,3.143074397,4.57070837,52512,0,1304,,,7.8,141.55,,0.0733,5.982,,0.685,0.315,,C,CU
a0000094,94 Aurora,3.157660633,0.089290189,7.966113455,2.65964009,60.59191999,2.875712519,3.439608748,5.611208178,51680,0,1366,,,7.57,204.89,,0.0395,7.22,,0.663,0.301,,C,CP
a0000095,95 Arethusa,3.065528217,0.152301089,12.99456025,243.0588976,154.4767364,2.59864493,3.532411504,5.367427405,51696,0,1160,,,7.9,136.04,,0.0698,8.705,,0.711,0.374,,Ch,C
a0000096,96 Aegle,3.052613551,0.138846436,15.96816212,321.6318997,208.6548727,2.628769038,3.476458063,5.333544757,53203,0,968,,,7.67,170.02,,0.0523,13.82,,0.775,0.337,,T,T
a0000097,97 Klotho,2.671062807,0.254637185,11.78272658,159.7073016,268.5387307,1.990910894,3.35121472,4.365503617,52203,0,1480,,,7.63,82.83,,0.2285,35.15,,0.716,0.226,,,M
a0000098,98 Ianthe,2.688349018,0.185837191,15.57610487,354.0106985,158.5267126,2.188753787,3.187944248,4.407950192,52068,0,1120,,,8.84,104.45,,0.0471,16.479,,0.749,0.375,,Ch,CG
a0000099,99 Dike,2.664166547,0.196244048,13.85054182,41.62439685,195.4694857,2.141339719,3.186993375,4.348607978,36203,0,1215,,,9.43,69.04,,0.0627,18.127,,0.703,0.322,,Xk,C
a0000100,100 Hekate,3.088519378,0.168192338,6.42990775,127.2055974,184.9085233,2.569054081,3.607984674,5.427923248,52313,0,1500,,,7.67,88.66,,0.1922,27.066,,0.838,0.363,,S,S
a0000101,101 Helena,2.582640832,0.14075643,10.20083037,343.4355055,347.321521,2.219117529,2.946164135,4.150536351,52053,0,1106,,,8.33,65.84,,0.1898,23.08,,0.854,0.426,,S,S
a0000102,102 Miriam,2.660047424,0.253050391,5.17881928,210.8659369,147.3491217,1.986921384,3.333173464,4.338526669,52667,0,1632,,,9.26,83,,0.0507,23.613,,0.726,0.371,,C,P
a0000103,103 Hera,2.702153593,0.081378288,5.419257797,136.1890215,188.6975142,2.48225696,2.922050226,4.441945738,51935,0,1304,,,7.66,91.2,,0.1833,23.74,,0.853,0.441,,S,S
a0000104,104 Klymene,3.148797982,0.155772747,2.789018798,41.77172348,31.85429892,2.658301072,3.639294892,5.587601173,46843,0,1421,,,8.27,123.68,,0.0568,8.984,,0.688,0.34,,Ch,C
a0000105,105 Artemis,2.373831787,0.177521963,21.4404854,188.2647625,57.19191468,1.952424509,2.795239065,3.657489717,35778,0,1241,2,0,8.57,119.08,,0.0465,37.15506,,0.693,0.317,,Ch,C
a0000106,106 Dione,3.17632027,0.16710906,4.596928023,62.17583435,329.7290335,2.645528375,3.707112164,5.661019246,52022,0,1236,,,7.41,146.59,,0.0893,16.26,,0.743,0.464,,Cgh,G
a0000107,107 Camilla,3.487326707,0.066773541,10.00329733,172.6214672,306.6182776,3.254465555,3.720187859,6.512491296,53084,0,1451,,,7.08,222.62,,0.0525,4.844,,0.705,0.298,,X,C
a0000108,108 Hecuba,3.237470344,0.055223556,4.220659558,350.0248602,204.0619631,3.05868572,3.416254967,5.825281279,49017,0,1510,,,8.09,64.97,,0.2431,14.256,,0.855,0.502,,Sl,S
a0000109,109 Felicitas,2.697284563,0.297153006,7.880804055,3.176233451,56.36942349,1.895778346,3.498790781,4.429945188,52517,0,1028,,,8.75,89.44,,0.0699,13.191,,0.696,0.408,,Ch,GC
a0000110,110 Lydia,2.732636126,0.080405935,5.964545852,56.8886283,283.7027036,2.512915962,2.95235629,4.517320562,52495,0,1288,,,7.8,86.09,,0.1808,10.927,,0.705,0.298,,X,M
a0000111,111 Ate,2.594498061,0.103882669,4.932532804,305.7610239,166.7488605,2.324974678,2.864021445,4.179152586,52450,0,1585,,,8.02,134.55,,0.0605,22.072,,0.69,0.389,,Ch,C
a0000112,112 Iphigenia,2.433737217,0.128816195,2.603874651,323.537299,16.62221975,2.120232449,2.747241985,3.7968088,52147,0,1454,,,9.84,72.18,,0.0393,31.466,,0.696,0.284,,Ch,DCX
a0000113,113 Amalthea,2.375923847,0.086249203,5.042358579,123.492129,78.92683088,2.17100231,2.580845385,3.662325806,52257,0,1830,,,8.74,46.14,,0.2649,9.935,,0.925,0.521,,S,S
a0000114,114 Kassandra,2.677145545,0.135520115,4.936444642,164.2301397,351.9916681,2.314338472,3.039952618,4.380424266,40747,0,1449,,,8.26,99.65,,0.0884,10.7431,,0.768,0.269,,Xk,T
a0000115,115 Thyra,2.380107633,0.191935631,11.6002457,308.9138095,96.75852339,1.923280173,2.836935093,3.672003598,51327,0,1340,,,7.51,79.83,,0.2747,7.241,,0.851,0.431,,S,S
a0000116,116 Sirona,2.766720383,0.141682191,3.563328304,63.74407773,94.92507254,2.374725379,3.158715388,4.602100587,51374,0,1287,,,7.82,71.7,,0.256,12.028,,0.873,0.429,,Sk,S
a0000117,117 Lomia,2.990302749,0.028546119,14.90285876,348.8005612,53.23080028,2.904941211,3.075664287,5.171076259,44372,0,1328,,,7.95,148.71,,0.0528,9.127,,0.687,0.306,,X,XC
a0000118,118 Peitho,2.437715147,0.163251641,7.742414948,47.71753089,33.24614035,2.03975415,2.835676144,3.806121397,51606,0,966,,,9.14,41.73,,0.224,7.8055,,0.859,0.433,,S,S
a0000119,119 Althaea,2.581889129,0.081104184,5.78204161,203.6862713,169.9203395,2.372487119,2.791291139,4.1487244,51584,0,1527,,,8.42,57.3,,0.2306,11.484,,0.874,0.342,,Sl,S
a0000120,120 Lachesis,3.122877709,0.054074216,6.957173382,341.2204144,231.4421306,2.954010546,3.291744871,5.518749337,51848,0,1244,,,7.75,174.1,,0.0463,46.551,,0.707,0.383,,C,C
a0000121,121 Hermione,3.45011527,0.134268194,7.596473645,73.14574659,298.3579808,2.986874525,3.913356016,6.408532783,51525,0,1624,,,7.31,209,,0.0482,5.55128,,0.739,0.425,,Ch,C
a0000122,122 Gerda,3.223039585,0.033038966,1.639881219,178.1517635,320.9385548,3.116553689,3.329525482,5.786376144,51748,0,1629,,,7.87,81.69,,0.1883,10.685,,0.776,0.41,,L,ST
a0000123,123 Brunhild,2.695714756,0.118451372,6.419634713,307.8646282,125.5658523,2.376403645,3.015025866,4.426078437,51498,0,1214,,,8.8,47.97,,0.2134,10.04,,0.85,0.395,,S,S
a0000124,124 Alkeste,2.629316583,0.07717388,2.95368244,188.069028,61.47810864,2.426402021,2.832231146,4.263561414,51668,0,1805,,,8.11,76.36,,0.1728,9.921,,0.844,0.424,,S,S
a0000125,125 Liberatrix,2.742465815,0.079743671,4.658380954,169.0547313,108.6465989,2.523771525,2.961160106,4.541716657,51631,0,1959,,,9.04,43.58,,0.2253,3.968,,0.705,0.239,,X,M
a0000126,126 Velleda,2.439954857,0.104963052,2.923269086,23.39041,328.0780792,2.183849749,2.696059965,3.811368051,51641,0,1734,,,9.27,44.82,,0.1723,5.3672,,0.865,0.496,,,S
a0000127,127 Johanna,2.754844955,0.066012236,8.241146835,31.19612342,95.01627062,2.572991479,2.936698431,4.572502425,35126,0,1139,,,8.5,122,,,12.7988,,,,,Ch,CX
a0000128,128 Nemesis,2.750358212,0.124563094,6.248592638,76.40528521,303.2862991,2.407765084,3.092951339,4.561336302,51574,0,1258,,,7.49,188.16,,0.0504,39,,0.685,0.392,,C,C
a0000129,129 Antigone,2.869930918,0.211122066,12.26294545,135.7048979,110.9755005,2.264025173,3.475836663,4.862004615,40469,0,1915,,,7.07,113,,0.164,4.9572,,0.717,0.245,,X,M
a0000130,130 Elektra,3.123238626,0.208453864,22.86747042,145.4082945,235.640394,2.472187465,3.774289787,5.519706084,43771,0,1594,,,7.12,182.25,,0.0755,5.225,,0.753,0.483,,Ch,G
a0000131,131 Vala,2.432085901,0.067917659,4.960080649,65.69615146,161.0435125,2.26690432,2.597267482,3.792945194,51123,0,1273,,,10.03,40.44,,0.1051,5.1812,,0.829,0.402,,Xc,SU
a0000132,132 Aethra,2.607801922,0.390074577,24.99408607,258.4283841,255.178598,1.590564691,3.625039153,4.211338046,29669,0,1215,,,9.38,42.87,,0.199,5.1684,,0.673,0.188,,Xe,M
a0000133,133 Cyrene,3.059881184,0.138582609,7.227239867,319.0985796,290.2509471,2.635834866,3.483927502,5.352603168,43663,0,1593,,,7.98,66.57,,0.2563,12.708,,0.907,0.51,,S,SR
a0000134,134 Sophrosyne,2.564206458,0.116980114,11.59697643,345.9976072,85.15341213,2.264245294,2.864167623,4.106177196,49884,0,1131,,,8.76,108,,0.0364,17.196,,0.69,0.322,,Ch,C
