ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0001187,1187 Afra (1929 XC),2.641402926,0.22110874,10.71730604,327.4170222,74.03153623,2.057365654,3.225440198,4.292993037,30492,0,966,,,11.4,31.83,,0.0527,14.0701,,,,,X,
a0001188,1188 Gothlandia (1930 SB),2.190710785,0.180234796,4.81769835,5.467551152,6.763020348,1.795868475,2.585553095,3.242543207,30250,0,1392,,,11.5,12.4,,0.2401,3.4916,,,,,S,
a0001189,1189 Terentia (1930 SG),2.930168155,0.115947934,9.867050999,275.2584355,95.92454275,2.59042121,3.2699151,5.01587862,35971,0,1315,,,9.8,55.88,,0.0566,19.308,,,,,Ch,
a0001190,1190 Pelagia (1930 SL),2.431119088,0.131341629,3.168886264,26.50955234,41.45496158,2.111811948,2.750426229,3.790683739,38264,0,1268,,,12.6,17.45,,0.0636,2.3661,,,,,,
a0001191,1191 Alfaterna (1931 CA),2.894581796,0.048460058,18.48977046,134.7297536,52.5707296,2.754310194,3.034853399,4.92478122,30375,0,848,,,10.7,42.09,,0.0574,3.664,,,,,,
a0001194,1194 Aletta (1931 JG),2.915008209,0.093352595,10.87613154,291.3406765,243.2531053,2.642884629,3.187131788,4.977002689,30267,0,978,,,10.6,55.39,,0.0479,20.39,,,,,,
a0001196,1196 Sheba (1931 KE),2.653265049,0.179802574,17.66896848,100.9629214,261.6707367,2.176201163,3.130328935,4.32194421,37050,0,1047,,,10.26,29.17,,0.1634,6.32,,,,,X,
a0001197,1197 Rhodesia (1931 LD),2.886444641,0.230306694,12.98426287,255.7761043,276.9013185,2.221677118,3.551212164,4.904029242,32577,0,1092,,,10.1,47.5,,0.0783,16.062,,0.74,,,,
a0001199,1199 Geldonia (1931 RF),3.019332833,0.027588379,8.789520896,235.6527259,289.6138677,2.936034334,3.102631332,5.246560518,33529,0,1366,,,10.36,31.25,,0.1299,28.3,,0.76,0.33,,,CGTP:
a0001200,1200 Imperatrix (1931 RH),3.066896512,0.104596474,4.590082611,204.8243003,50.72405381,2.746109952,3.387683072,5.371021423,36912,0,1373,,,10.8,39.52,,0.0714,17.769,,,,,,
a0001201,1201 Strenua (1931 RK),2.698143538,0.040955434,7.005880137,203.1611045,164.4570397,2.587639898,2.808647177,4.432061489,39077,0,1261,,,11.3,34.86,,0.0401,14.775,,,,,Xc,
a0001202,1202 Marina (1931 RL),3.992681773,0.165959059,3.335414586,49.88455542,307.8476279,3.330060063,4.655303483,7.978206042,32583,0,1365,,,9.9,54.93,,0.0337,9.45,,,,,,
a0001203,1203 Nanna (1931 TA),2.888358538,0.246464802,5.958074094,224.7479237,175.7155746,2.176479822,3.600237254,4.908907577,31664,0,1104,,,11.6,35.18,,0.0473,18.54,,,,,,
a0001207,1207 Ostenia (1931 VT),3.022916639,0.08548682,10.36050987,20.13597125,43.21932562,2.764497108,3.281336169,5.25590442,29468,0,1070,,,10.8,22.93,,0.1338,9.073,,,,,,
a0001208,1208 Troilus (1931 YA),5.249647882,0.092768616,33.54748627,48.5608829,296.6833025,4.762645312,5.736650451,12.02827818,30022,0,994,,,8.99,103.34,,0.0419,56.17,,0.693,0.314,,,FCU
a0001210,1210 Morosovia (1931 LB),3.009746168,0.059524859,11.2712628,106.6399687,169.365931,2.830591451,3.188900885,5.221592881,40197,0,1253,,,9.91,33.65,,0.1695,15.2616,,0.83,,,,MU:
a0001211,1211 Bressole (1931 XA),2.927004927,0.160924958,12.76242403,129.7749094,212.2627664,2.455976782,3.398033071,5.007758565,30075,0,1264,,,11,38.24,,0.0695,31.812,,,,,,
a0001212,1212 Francette (1931 XC),3.953690564,0.191875207,7.58999362,149.5934207,348.0182513,3.195075369,4.712305758,7.861623052,29796,0,1327,,,9.54,82.13,,0.04,16,,0.693,0.215,,X,P
a0001213,1213 Algeria (1931 XD),3.136476988,0.127757267,13.07979545,271.7691076,107.3426526,2.73576926,3.537184716,5.554837523,29838,0,900,,,11.1,33.2,,0.0767,16,,,,,,
a0001214,1214 Richilde (1932 AA),2.710460795,0.11896376,9.835020673,285.941959,32.92229907,2.388014187,3.032907402,4.462445211,30483,0,1268,,,11,35.29,,0.0619,9.86,,,,,Xk,
a0001219,1219 Britta (1932 CJ),2.213086155,0.124639583,4.413692904,42.55384754,23.70203287,1.93724802,2.48892429,3.292347624,40005,0,1295,,,11.8,11.43,,0.2267,5.575,,0.913,0.514,,,
a0001221,1221 Amor (1932 EA1),1.919305281,0.435395784,11.87790597,171.3527963,26.61870031,1.083647853,2.754962708,2.659036443,29457,0,355,,,17.7,1,,,,,,,,,
a0001222,1222 Tina (1932 LA),2.798264654,0.247815366,19.59267981,245.9598565,59.46674602,2.104811675,3.491717633,4.681029546,29790,0,1046,,,11.2,20.84,,0.3086,13.395,,,,,X,
a0001224,1224 Fantasia (1927 SD),2.304401709,0.198413415,7.881786821,258.2194668,129.0069576,1.847177497,2.761625922,3.498206845,28784,0,1134,,,11.36,13.94,,0.2599,4.995,,0.929,0.441,,,S
a0001226,1226 Golia (1930 HL),2.583170573,0.111562384,9.846269943,17.49491214,139.7178461,2.294985906,2.871355241,4.151813429,30342,0,966,,,12.1,16.39,,0.2388,4.097,,,,,,
a0001227,1227 Geranium (1931 TD),3.229973579,0.18935368,16.41503228,0.912178775,301.4994161,2.618366196,3.841580963,5.805059254,30138,0,1107,,,10.7,41.82,,0.0921,12.363,,,,,,
a0001229,1229 Tilia (1931 TP1),3.234696746,0.158676384,1.02149791,198.2610209,164.457646,2.721426762,3.74796673,5.817796952,30126,0,1644,,,11.3,27.65,,0.0839,,,,,,,
a0001231,1231 Auricula (1931 TE2),2.668182012,0.086997543,11.49086394,342.0678128,246.2077348,2.436056733,2.90030729,4.358443095,29835,0,1054,,,12.2,22.52,,0.0798,3.9816,,,,,,
a0001232,1232 Cortusa (1931 TF2),3.182446145,0.133600885,10.3592069,261.2429881,340.0614775,2.757268525,3.607623765,5.677403967,30574,0,1332,,,10.2,33.13,,0.1339,25.16,,,,,,
a0001233,1233 Kobresia (1931 TG2),2.556206728,0.055955909,5.607431234,291.4694555,333.6456315,2.413171856,2.699241599,4.086976708,31600,0,1534,,,11.5,33.5,,0.0475,27.83,,,,,,
a0001234,1234 Elyna (1931 UF),3.014571401,0.088441315,8.518325546,304.7215911,86.81691462,2.747958741,3.281184061,5.234154819,29841,0,1051,,,10.8,25.7,,0.0672,17.6,,,,,K,
a0001236,1236 Thais (1931 VX),2.430520948,0.242378895,13.15885376,48.71782875,305.5637323,1.841413967,3.019627929,3.789284863,29769,0,1031,,,11.93,22.34,,0.0599,72,,0.785,0.383,,,T
a0001237,1237 Genevieve (1931 XB),2.612156345,0.077977606,9.734626468,57.88749859,306.0693489,2.408466646,2.815846045,4.221890382,30056,0,1160,,,10.7,39.81,,0.0585,16.37,,0.61,0.25,,,
a0001238,1238 Predappia (1932 CA),2.666306968,0.141860013,12.15649698,51.99895007,92.06935368,2.288064628,3.044549309,4.353849611,28074,0,1036,,,12.1,19.96,,0.0771,8.94,,,,,,
a0001239,1239 Queteleta (1932 CB),2.660247157,0.234581252,1.662221949,73.17420079,35.60361282,2.036203049,3.284291266,4.339015324,30015,0,1334,,,12.4,15.94,,0.0695,,,,,,,
a0001240,1240 Centenaria (1932 CD),2.872824226,0.171467666,10.16156708,323.7543302,23.9799179,2.38022776,3.365420692,4.869358879,30940,0,1237,,,10.1,58.85,,0.0673,11.2907,,,,,,
a0001241,1241 Dysona (1932 EB1),3.18591244,0.103563025,23.54849941,322.307809,320.9355735,2.855969711,3.515855169,5.686682166,34230,0,1028,,,9.45,83.05,,0.0425,8.608,,0.75,0.29,,,PDC
a0001242,1242 Zambesia (1932 HL),2.736443931,0.190108508,10.16999266,350.0281808,52.63221428,2.216222659,3.256665203,4.526765875,28470,0,1191,,,10.3,47.7,,0.0708,17.305,,,,,,
a0001243,1243 Pamela (1932 JE),3.097009092,0.046271189,13.28411213,245.6986206,57.45983716,2.953706799,3.240311385,5.450319014,29931,0,1253,,,9.6,70.07,,0.0483,26.017,,,,,,
a0001244,1244 Deira (1932 KE),2.342953423,0.098004719,8.695279767,277.1358687,261.0692673,2.113332932,2.572573914,3.586358371,38511,0,1210,,,11.4,30.95,,0.0557,210.6,,,,,,
a0001245,1245 Calvinia (1932 KF),2.894201952,0.080857925,2.89184478,151.7262977,209.0269302,2.660182789,3.128221115,4.923811864,36260,0,1440,,,9.9,26.84,,0.2713,4.84,,0.847,0.474,,,S
a0001246,1246 Chaka (1932 OA),2.621676539,0.307841122,16.05021613,290.7578284,54.15286508,1.814616692,3.428736386,4.244991879,29864,0,943,,,10.8,18.11,,0.2351,20,,,,,,
a0001247,1247 Memoria (1932 QA),3.131268525,0.174011186,1.777731167,161.7337289,139.6409709,2.586392777,3.676144273,5.541006647,39586,0,1870,,,10.52,35.97,,0.0846,,,0.68,0.29,,,CXF
a0001249,1249 Rutherfordia (1932 VB),2.224598714,0.076128135,4.874033654,259.0596885,223.3520047,2.055244162,2.393953265,3.318071383,29463,0,1315,,,11.54,12.41,,0.2778,18.2,,0.883,0.484,,,S
a0001250,1250 Galanthus (1933 BD),2.550497723,0.273114815,15.17603192,292.0332857,217.1504664,1.85391901,3.247076436,4.073292641,29604,0,875,,,12.26,21,,0.05,3.92,,,,,,
a0001252,1252 Celestia (1933 DG),2.695407658,0.207061096,33.84272008,140.9345153,63.65640287,2.137293593,3.253521723,4.425322127,29415,0,836,,,10.89,17.39,,0.2573,10.636,,0.89,0.425,,S,S
a0001253,1253 Frisia (1931 TV1),3.163273272,0.211697171,1.347077511,40.02875569,355.3417048,2.49361727,3.832929274,5.626175432,30111,0,1430,,,12,26,,0.0657,14.557,,,,,,
a0001254,1254 Erfordia (1932 JA),3.137653682,0.033497679,7.073885468,288.0277327,239.4004116,3.032549567,3.242757797,5.557963781,30396,0,1473,,,10.4,45.48,,0.0409,12.287,,,,,,
a0001255,1255 Schilowa (1932 NC),3.142986967,0.173257357,8.548066929,237.6376531,133.9583014,2.598441353,3.68753258,5.572140678,39611,0,1364,,,10.3,32.52,,0.1389,29.536,,,,,,
a0001256,1256 Normannia (1932 PD),3.890139444,0.077602219,4.174634138,236.9588149,101.7634974,3.588255991,4.192022897,7.672836711,30634,0,1404,,,9.66,69.22,,0.0504,6.8,,0.737,0.239,,,D
a0001258,1258 Sicilia (1932 PG),3.192008384,0.039951721,7.708286319,299.6662929,79.46067545,3.064482155,3.319534612,5.703011368,29808,0,1211,,,10.6,44.47,,0.0564,13.5,,,,,,
a0001259,1259 Ogyalla (1933 BT),3.103420792,0.130521526,2.384170089,75.12019927,149.8149866,2.698357575,3.50848401,5.467253364,31409,0,1763,,,10.5,33.13,,0.0641,12,,,,,,
a0001261,1261 Legia (1933 FB),3.137574452,0.178146976,2.426887794,67.31041439,104.9740948,2.578625052,3.696523852,5.557753264,29476,0,1465,,,11.1,31.28,,0.0719,8.693,,,,,,
a0001262,1262 Sniadeckia (1933 FE),3.000895918,0.007703267,13.14688467,124.401283,147.0823,2.977779215,3.024012622,5.198578442,38888,0,1101,,,10.25,51.49,,0.0529,17.57,,0.74,0.38,,C,
a0001263,1263 Varsavia (1933 FF),2.665295024,0.187706829,29.27172903,158.4913084,287.6848548,2.165000947,3.165589102,4.351371221,29456,0,1095,,,10.2,49.29,,0.0459,7.1639,,0.727,0.321,,Xc,X
a0001264,1264 Letaba (1933 HG),2.86785775,0.154454543,24.95124478,235.1300671,31.03555481,2.424904093,3.310811408,4.856737277,29554,0,1130,,,9.6,74.74,,0.0725,32.16,,,,,C,
a0001266,1266 Tone (1927 BD),3.35829227,0.050239994,17.18629569,320.6301615,297.3245066,3.189571686,3.527012854,6.154403083,31846,0,1263,,,9.41,73.34,,0.0566,7.4,,0.732,0.317,,,P
a0001267,1267 Geertruida (1930 HD),2.470978624,0.178546192,4.77922131,24.47144581,267.7789934,2.0297948,2.912162447,3.88429034,30645,0,1365,,,12.1,23.41,,0.0466,5.5,,,,,,
a0001268,1268 Libya (1930 HJ),3.995469156,0.104224909,4.415490579,351.1326478,122.2681525,3.579041748,4.411896563,7.986562152,30645,0,1292,,,9.12,94.1,,0.0449,14.05,,0.663,0.228,,,P
a0001269,1269 Rollandia (1930 SH),3.906422044,0.100290896,2.757728057,134.7250325,18.70442549,3.514643478,4.29820061,7.721060318,39005,0,1541,,,8.82,105.19,,0.0473,15.4,,0.775,0.271,,,D
a0001271,1271 Isergina (1931 TN),3.140877503,0.12092784,6.679666209,127.3462067,268.0149425,2.761057972,3.520697033,5.566531878,39180,0,1328,,,10.2,44.33,,0.0517,,,,,,C,
a0001275,1275 Cimbria (1932 WG),2.679816146,0.168984172,12.87638134,188.5740001,196.8981306,2.226969634,3.132662658,4.386980473,29710,0,1171,,,10.72,28.65,,0.1109,5.65,,0.698,0.304,,,X
a0001276,1276 Ucclia (1933 BA),3.178425568,0.094848226,23.27577034,114.478465,333.4587708,2.87695754,3.479893595,5.666648452,29329,0,959,,,10.8,30.63,,0.1303,4.90768,,,,,,
a0001277,1277 Dolores (1933 HA),2.698593375,0.239156766,6.965731898,247.1717608,47.08268201,2.05320651,3.34398024,4.433169912,29262,0,1356,,,11.05,27.64,,0.0879,17.19,,0.73,0.378,,Cb,C
a0001280,1280 Baillauda (1933 QB),3.414992727,0.050725026,6.459878599,293.0896282,99.58470649,3.241767133,3.58821832,6.310922934,29195,0,1210,,,10.33,50.83,,0.0505,12.6,,0.671,0.36,,,X
a0001281,1281 Jeanne (1933 QJ),2.55600926,0.208118287,7.446121352,210.1131257,72.9116452,2.02405699,3.08796153,4.086503137,40087,0,1543,,,11.5,21.65,,0.0864,15.2,,,,,,
a0001282,1282 Utopia (1933 QM1),3.115498332,0.125143647,18.04304434,324.3311882,79.51401251,2.725613508,3.505383156,5.499199646,29442,0,988,,,10.2,53.07,,0.0627,13.623,,,,,,
a0001283,1283 Komsomolia (1925 SC),3.180724608,0.221385376,8.909030343,157.7452864,235.2605846,2.476558694,3.884890523,5.672797822,40733,0,1407,,,10.4,26.87,,0.1856,96,,,,,,
a0001284,1284 Latvia (1933 OP),2.64591932,0.170815639,10.87633362,302.9706925,114.2892249,2.193954922,3.097883719,4.304008284,30026,0,1122,,,10.24,36.81,,0.1045,9.644,,0.768,0.353,,L,T
a0001285,1285 Julietta (1933 QF),2.990911727,0.053848423,5.693691381,317.9145984,71.77969794,2.829855847,3.151967607,5.17265598,29450,0,1424,,,10.8,40.83,,0.061,20.3,,,,,,
a0001287,1287 Lorcia (1933 QL),3.010419677,0.064170655,9.820254555,202.5425229,267.9227153,2.817239074,3.20360028,5.223345679,29444,0,1236,,,11.07,22.3,,0.1328,,,0.85,0.36,,,
a0001289,1289 Kutaissi (1933 QR),2.859136514,0.063103659,1.61613964,193.2056543,117.946545,2.678714538,3.03955849,4.834599916,31281,0,1754,,,10.73,25.62,,0.1374,3.6,,0.8,0.38,,,S
a0001291,1291 Phryne (1933 RA),3.015648138,0.092546317,9.09883151,215.4458762,118.7234246,2.736561008,3.294735267,5.236959352,38885,0,1627,,,10.3,26.78,,0.1818,5.5841,,0.835,0.395,,,
a0001293,1293 Sonja (1933 SO),2.228890597,0.274155704,5.362785455,236.5404371,99.54777875,1.617827526,2.839953669,3.327678268,29400,0,1215,,,13.6,7.8,,0.4598,2.878,,,,,Sq,
a0001294,1294 Antwerpia (1933 UB1),2.685878556,0.234211376,8.728051864,81.1466158,313.408793,2.056815245,3.314941868,4.401875551,35438,0,1077,,,10.6,34.71,,0.122,6.63,,,,,C,
a0001295,1295 Deflotte (1933 WD),3.391443933,0.117671393,2.87681173,185.1280637,275.9857979,2.992368003,3.790519864,6.245758174,29277,0,1607,,,10.7,48.03,,0.0441,14.64,,,,,,
a0001296,1296 Andree (1933 WE),2.417479803,0.142587412,4.106614906,227.0205333,236.5723793,2.072777616,2.762181991,3.758828266,32323,0,1217,,,11.7,25.25,,0.1209,5.18366,,,,,,
a0001298,1298 Nocturna (1934 AE),3.126817673,0.15041357,5.489818933,300.0069268,58.86937887,2.656501864,3.597133483,5.529196689,39751,0,1144,,,10.9,40.04,,0.0578,34.8,,,,,,
a0001300,1300 Marcelle (1934 CL),2.781857038,0.007089196,9.548033593,82.95906495,327.679234,2.762135907,2.801578168,4.639919153,29251,0,1205,,,11.3,27.84,,0.0995,12,,,,,Cg,
a0001301,1301 Yvonne (1934 EA),2.768206387,0.268916728,34.03945943,161.5817619,302.1759914,2.023789382,3.512623391,4.605808763,29071,0,1051,,,11.3,22.77,,0.1632,7.32,,,,,C,
a0001303,1303 Luthera (1928 FP),3.227406094,0.105317315,19.49539061,72.07152638,99.9719975,2.887504349,3.567307839,5.798139023,31393,0,1156,,,9.4,85.45,,0.0608,5.878,,,,,,
a0001304,1304 Arosa (1928 KC),3.197690148,0.116538468,18.99009754,86.60840258,148.1258357,2.825036238,3.570344058,5.718245153,38432,0,1189,,,9.1,42.94,,0.348,7.7478,,,,,X,
a0001306,1306 Scythia (1930 OB),3.145877986,0.094642958,14.93920577,274.3782912,138.1275446,2.848142787,3.443613185,5.579830595,30345,0,999,,,9.71,67.14,,0.0512,7.525,,0.853,0.398,,,S
a0001308,1308 Halleria (1931 EB),2.909905568,0.013576375,5.57110362,354.2037859,171.1194137,2.870399598,2.949411538,4.963940253,41293,0,1422,,,10.8,43.16,,0.0454,6.028,,,,,,
a0001309,1309 Hyperborea (1931 TO),3.203820696,0.151216903,10.28180228,206.105755,244.9154834,2.719348853,3.688292538,5.734697391,34553,0,1344,,,10.3,57.15,,0.045,13.88,,,,,,
a0001311,1311 Knopfia (1933 FF1),2.426897585,0.043516656,2.831203565,245.2354986,242.6139908,2.321287118,2.532508051,3.780814557,29326,0,1238,,,12.3,14.06,,0.1178,9.65,,,,,,
a0001312,1312 Vassar (1933 OT),3.094491566,0.216297938,21.9022043,129.4584292,261.3575886,2.425159422,3.76382371,5.443674605,29167,0,947,,,10.6,36.28,,0.0643,7.932,,,,,,
a0001314,1314 Paula (1933 SC),2.295716976,0.174427401,5.241640884,264.6890795,144.0341915,1.895281031,2.696152921,3.478449645,29409,0,1141,,,12.68,11.31,,0.1171,5.9498,,0.87,0.46,,,S
a0001315,1315 Bronislawa (1933 SF1),3.205952543,0.077709267,7.071511292,236.5820055,23.47021897,2.956820322,3.455084764,5.740422212,39434,0,1254,,,10,63.5,,0.0527,9.565,,,,,,
a0001318,1318 Nerina (1934 FG),2.307725061,0.203834604,24.66090403,358.3395914,196.0472367,1.837330837,2.778119286,3.505777117,29196,0,1035,,,12.2,13.02,,0.1811,2.528,,,,,,
a0001320,1320 Impala (1934 JG),2.989344302,0.231575451,19.8416334,72.16608415,205.3022614,2.297085548,3.681603057,5.168590321,29186,0,1167,,,10.8,39.72,,0.0775,6.167,,,,,,
a0001321,1321 Majuba (1934 JH),2.939166166,0.169013672,9.509505891,317.7297893,345.8194711,2.442406899,3.435925433,5.039000618,38730,0,1210,,,10.28,30.8,,0.1439,5.207,,0.83,0.47,,,
a0001323,1323 Tugela (1934 LD),3.22859981,0.148387959,18.78726883,45.26933031,135.7539225,2.749514473,3.707685146,5.801356144,38515,0,1050,,,9.8,58.44,,0.0567,19.5,,,,,Xc,
a0001325,1325 Inanda (1934 NR),2.540282049,0.255935198,7.421320004,14.40022293,336.9047156,1.89013446,3.190429638,4.048844627,29124,0,1403,,,12.1,10.87,,0.3756,20.52,,,,,,
a0001326,1326 Losaka (1934 NS),2.668686567,0.223431766,15.9934097,101.7590357,278.8807805,2.072417214,3.264955919,4.359679431,29124,0,1203,,,10.92,22.47,,0.1499,6.9,,0.785,0.475,,,CSU
a0001327,1327 Namaqua (1934 RT),2.780016809,0.161632894,5.816656708,58.03235703,268.381677,2.330674648,3.22935897,4.63531588,29036,0,1205,,,12,25.14,,0.0404,,,,,,X,
a0001328,1328 Devota (1925 UA),3.503191069,0.135330571,5.766928848,222.7207881,174.9077391,3.029102221,3.977279916,6.556981219,32306,0,1316,,,10.31,57.11,,0.0407,17.49,,0.695,0.21,,,X
a0001330,1330 Spiridonia (1925 DB),3.169472491,0.075390809,15.95730187,158.8574029,6.667519255,2.930523394,3.408421587,5.642722363,29341,0,1177,,,10,55.08,,0.0498,9.67,,0.67,0.17,,,P
a0001331,1331 Solvejg (1933 QS),3.09908576,0.189520377,3.100328626,121.3472675,185.4271666,2.511745857,3.686425662,5.455801915,32164,0,1785,,,10.14,32.08,,0.1509,10,,0.64,0.35,,B,BC:
a0001332,1332 Marconia (1934 AA),3.06959891,0.128107674,2.452769006,13.77775585,348.9854977,2.676359735,3.462838085,5.378122006,39613,0,1459,,,10.5,44.1,,0.0756,19.16,,,,,Ld,
a0001334,1334 Lundmarka (1934 OB),2.91455502,0.094674355,11.45552628,133.2376306,130.3255784,2.638621404,3.190488636,4.975842092,28836,0,1518,,,10.3,29.82,,0.06,,,,,,,
a0001336,1336 Zeelandia (1934 RW),2.849197315,0.06429103,3.19741344,97.42952736,220.5586805,2.666019483,3.032375146,4.809412101,29066,0,1636,,,10.66,20.99,,0.2183,15.602,,0.81,0.366,,S,S
a0001337,1337 Gerarda (1934 RA1),2.910212146,0.098361694,17.99524825,160.3461147,199.7713388,2.623958748,3.196465544,4.964724749,28941,0,1428,,,11.2,38.86,,0.0441,12.52,,,,,,
a0001339,1339 Desagneauxa (1934 XB),3.022162901,0.058272227,8.694239308,291.0189937,163.6092476,2.846054738,3.198271064,5.253938772,28969,0,1264,,,10.7,22.96,,0.1589,9.38,,0.79,0.425,,,S
a0001340,1340 Yvette (1934 YA),3.187824339,0.13040005,0.417449844,345.6412252,223.8512522,2.772131887,3.603516791,5.691801889,28937,0,1637,,,11.1,25.87,,0.0958,3.525,,,,,,
a0001341,1341 Edmee (1935 BA),2.742293519,0.079382006,13.085726,107.5572601,141.6356622,2.524604758,2.959982281,4.541288662,35172,0,1106,,,10.58,27.49,,0.1371,23.745,,0.7,0.262,,,XB
a0001342,1342 Brabantia (1935 CV),2.289088934,0.20354883,20.92565946,312.9945243,229.4306819,1.823147559,2.755030308,3.463396399,28853,0,1023,,,11.35,18,,0.1573,4.1754,,0.713,0.301,,,X
a0001343,1343 Nicole (1935 FC),2.568843829,0.114255485,6.035418922,41.26269543,234.709909,2.275339332,2.862348326,4.117321271,28571,0,1235,,,10.9,24.41,,0.1076,70,,,,,C,
a0001345,1345 Potomac (1908 CG),3.989085225,0.183163867,11.40050136,137.4564734,332.9854071,3.258428948,4.719741503,7.967428498,29685,0,1285,,,9.73,71.82,,0.0439,11.41,,0.719,0.286,,,X
a0001347,1347 Patria (1931 VW),2.570821723,0.067558036,11.86568358,229.2932008,202.2372721,2.397142058,2.744501389,4.122077415,42079,0,1247,,,11.2,32.4,,0.0386,29.5,,,,,,
a0001350,1350 Rosselia (1934 TA),2.856078881,0.090094587,2.939207045,139.5571847,238.1892724,2.598761634,3.113396129,4.826846625,30872,0,1467,,,10.78,23.35,,0.1579,8.14,,0.854,0.373,,Sa,S
a0001351,1351 Uzbekistania (1934 TF),3.197111078,0.06376574,9.667094522,9.489655065,60.63336368,2.993244926,3.400977231,5.716691948,34982,0,1093,,,9.9,64.91,,0.0606,73.9,,,,,Xk,
a0001352,1352 Wawel (1935 CE),2.776717868,0.067165165,3.757328931,186.173728,212.4533079,2.590219154,2.963216581,4.627067495,28911,0,1461,,,11.1,20.8,,0.1491,16.97,,,,,X,
a0001353,1353 Maartje (1935 CU),3.009321804,0.09546886,9.202938658,211.8076703,98.89890892,2.722025281,3.296618327,5.220488579,34302,0,1455,,,9.8,33.75,,0.1073,22.98,,,,,,
a0001354,1354 Botha (1935 GK),3.125513985,0.216918872,5.956716827,28.71528516,250.7012214,2.447531017,3.803496953,5.525739054,29826,0,1520,,,11,48.75,,0.0225,4,,,,,,
a0001356,1356 Nyanza (1935 JH),3.087236942,0.046718321,7.95255966,69.83258858,301.9721475,2.943006417,3.231467468,5.424542871,30111,0,1320,,,10.2,64.73,,0.0462,12.422,,,,,,
a0001357,1357 Khama (1935 ND),3.18335727,0.158655502,13.9835917,83.75009878,284.1506102,2.678300123,3.688414417,5.679842277,28744,0,1109,,,11.03,50.16,,0.0272,,,0.726,,,,XCU
a0001358,1358 Gaika (1935 OB),2.475916086,0.166623863,2.17243289,21.82221997,286.5352502,2.063369384,2.888462788,3.895938426,28674,0,1259,,,12.4,19.96,,0.0585,,,,,,,
a0001359,1359 Prieska (1935 OC),3.119281369,0.064497536,11.10110985,64.28451693,342.3008833,2.918095407,3.320467331,5.509218906,40283,0,1223,,,10.3,51.98,,0.0413,,,0.71,0.355,,,CX:
a0001360,1360 Tarka (1935 OD),2.634313528,0.21523581,22.81541778,331.4579843,287.8153109,2.067314923,3.201312133,4.27572136,28700,0,977,,,11.4,29.84,,0.079,8.87,,,,,Ch,
a0001361,1361 Leuschneria (1935 QA),3.080956083,0.12852625,21.59106844,164.7318727,173.5667525,2.684972352,3.476939813,5.407997272,28710,0,1186,,,10.9,30.25,,0.0924,,,,,,,
a0001362,1362 Griqua (1935 QG1),3.214593814,0.371585071,24.22564147,121.3446544,261.9493503,2.020098745,4.409088884,5.763646803,30399,0,1771,,,11.18,29.9,,0.0667,6.907,,0.72,0.36,,,CP
a0001366,1366 Piccolo (1932 WA),2.873892209,0.141999646,9.47451303,24.15066249,283.1164769,2.465800534,3.281983884,4.872074435,29441,0,1406,,,10.45,27.55,,0.1538,16.57,,0.71,0.18,,,
a0001368,1368 Numidia (1935 HD),2.525354593,0.061497072,14.81680683,18.16125307,263.7557255,2.370052681,2.680656505,4.013208776,30275,0,1194,,,10.92,19.29,,0.2035,3.64,,0.86,0.36,,,
a0001369,1369 Ostanina (1935 QB),3.124630818,0.210925476,14.25643605,180.88895,125.8973227,2.465566575,3.78369506,5.52339713,31354,0,1204,,,10.6,41.24,,0.0545,8.4001,,,,,,
a0001372,1372 Haremari (1935 QK),2.766752427,0.146071134,16.45645557,327.4849684,88.57041482,2.362609763,3.170895091,4.60218054,31335,0,896,,,11,23.85,,0.0409,15.25,,,,,L,
a0001378,1378 Leonce (1936 DB),2.374622183,0.150240314,3.590650268,43.58604093,202.4379948,2.0178582,2.731386166,3.659316577,35717,0,1366,,,12.1,18.18,,0.0773,4.325,,,,,,
a0001383,1383 Limburgia (1934 RV),3.077706906,0.191057517,0.052336299,194.0204534,164.8831587,2.489687866,3.665725947,5.399444617,33112,0,1588,,,12,22.32,,0.0891,5,,,,,,
a0001384,1384 Kniertje (1934 RX),2.676843703,0.182218012,11.85283492,152.870318,276.5781287,2.189074564,3.164612841,4.379683462,29011,0,1282,,,11.5,27.51,,0.3077,9.807,,,,,,
a0001385,1385 Gelria (1935 MJ),2.740643107,0.104771613,6.928446558,115.0355317,259.671424,2.453501508,3.027784706,4.53718961,29615,0,1351,,,10.7,22.19,,0.1883,,,,,,S,
a0001388,1388 Aphrodite (1935 SS),3.017951902,0.093256461,11.17919266,54.48581521,256.3449192,2.736508389,3.299395416,5.242961557,28557,0,1167,,,10.9,25.22,,0.1317,11.9432,,0.86,0.49,,,
